Transaction_Date,Transaction_ID,TranDesc,ExtDesc,Description,Fee,Amount,Other_Charges,Balance,Post_Date,Check_Number
1/23/2012 11:44,ID2514,POS Transaction,TACO BELL #3163        TUALATIN     ORUS,POS Transaction  TACO BELL #3163        TUALATIN     ORUS,,-7.66,,1570.2,1/23/2012 0:00,
1/24/2012 7:21,ID2515,IAT Withdrawal,Co entry IAT PAYPAL Ind ID # 4U4J25K3MCBWY   Originator Name GILL RICHARDSON,IAT Withdrawal Co entry IAT PAYPAL Ind ID # 4U4J25K3MCBWY   Originator Name GILL RICHARDSON,,-4.38,,1565.82,1/24/2012 0:00,
1/25/2012 3:59,ID2516,POS Transaction,BEAVERTON DQ #16068    BEAVERTON    ORUS,POS Transaction  BEAVERTON DQ #16068    BEAVERTON    ORUS,,-6.59,,1559.23,1/25/2012 0:00,
1/25/2012 11:03,ID2517,POS Transaction,TACO BELL #3163        TUALATIN     ORUS,POS Transaction  TACO BELL #3163        TUALATIN     ORUS,,-10.65,,1548.58,1/25/2012 0:00,
1/30/2012 15:17,ID2518,POS Transaction,PLAID PANTRY #016 19405 SW BOONES FERRY RTUALATIN     ORUS,POS Transaction PLAID PANTRY #016 19405 SW BOONES FERRY RTUALATIN     ORUS,,-10.11,,1538.47,1/31/2012 0:00,
1/31/2012 20:01,ID2519,Credit Dividend,,Credit Dividend ,,0.05,,1538.52,1/31/2012 0:00,
1/31/2012 22:51,ID2520,POS Transaction,MCDONALDS F5957       TUALATIN     ORUS,POS Transaction  MCDONALDS F5957       TUALATIN     ORUS,,-8.65,,1529.87,2/1/2012 0:00,
2/8/2012 4:11,ID2521,POS Transaction,BEAVERTON DQ #16068    BEAVERTON    ORUS,POS Transaction  BEAVERTON DQ #16068    BEAVERTON    ORUS,,-10.58,,1519.29,2/8/2012 0:00,
2/9/2012 16:07,ID2522,POS Transaction,FRED MEYER 393         TUALATIN     ORUS,POS Transaction  FRED MEYER 393         TUALATIN     ORUS,,-21.34,,1497.95,2/10/2012 0:00,
2/10/2012 17:26,ID2523,POS Transaction,FRED MEYER 040         PORTLAND     ORUS,POS Transaction  FRED MEYER 040         PORTLAND     ORUS,,-14.17,,1483.78,2/11/2012 0:00,
2/15/2012 11:38,ID2524,POS Transaction,TACO BELL #3163        TUALATIN     ORUS,POS Transaction  TACO BELL #3163        TUALATIN     ORUS,,-5.55,,1478.23,2/15/2012 0:00,
2/18/2012 0:29,ID2525,POS Transaction,VALVE SOFTWARE         425-8899642  WAUS,POS Transaction  VALVE SOFTWARE         425-8899642  WAUS,,-4.78,,1473.45,2/18/2012 0:00,
2/21/2012 8:08,ID2526,ACH Debit,PAYPAL INSTANT TRANSFER - INST XFER,ACH Debit PAYPAL INSTANT TRANSFER - INST XFER,,-17,,1456.45,2/21/2012 0:00,
2/28/2012 0:48,ID2527,POS Transaction,STARBUCKS CORP00106963 TUGARD       ORUS,POS Transaction  STARBUCKS CORP00106963 TUGARD       ORUS,,-6.5,,1449.95,2/28/2012 0:00,
2/28/2012 11:22,ID2528,POS Transaction,TACO BELL #3163        TUALATIN     ORUS,POS Transaction  TACO BELL #3163        TUALATIN     ORUS,,-7.96,,1441.99,2/28/2012 0:00,
2/29/2012 4:58,ID2529,POS Transaction,BEAVERTON DQ #16068    BEAVERTON    ORUS,POS Transaction  BEAVERTON DQ #16068    BEAVERTON    ORUS,,-11.08,,1430.91,2/29/2012 0:00,
2/29/2012 20:02,ID2530,Credit Dividend,,Credit Dividend ,,0.06,,1430.97,2/29/2012 0:00,
3/7/2012 3:42,ID2531,POS Transaction,BEAVERTON DQ #16068    BEAVERTON    ORUS,POS Transaction  BEAVERTON DQ #16068    BEAVERTON    ORUS,,-9.49,,1421.48,3/7/2012 0:00,
3/7/2012 17:32,ID2532,POS Transaction,HAGGEN FOOD AND PH 8515 SW TUALATIN-S     TUALATIN     ORUS,POS Transaction HAGGEN FOOD AND PH 8515 SW TUALATIN-S     TUALATIN     ORUS,,-3.34,,1418.14,3/8/2012 0:00,
3/7/2012 18:09,ID2533,POS Transaction,SLIDEROOM.COM/CHARGE   000-0000000  TXUS,POS Transaction  SLIDEROOM.COM/CHARGE   000-0000000  TXUS,,-10,,1408.14,3/8/2012 0:00,
3/8/2012 21:19,ID2534,POS Transaction,VALVE SOFTWARE         425-8899642  WAUS,POS Transaction  VALVE SOFTWARE         425-8899642  WAUS,,-10.19,,1397.95,3/9/2012 0:00,
3/9/2012 15:21,ID2535,POS Transaction,HAGGEN FOOD AND PH 8515 SW TUALATIN-S     TUALATIN     ORUS,POS Transaction HAGGEN FOOD AND PH 8515 SW TUALATIN-S     TUALATIN     ORUS,,-28.83,,1369.12,3/10/2012 0:00,
3/11/2012 0:10,ID2536,POS Transaction,CARLS JR #7159    Q15 TUALATIN     ORUS,POS Transaction  CARLS JR #7159    Q15 TUALATIN     ORUS,,-10.29,,1358.83,3/11/2012 0:00,
3/13/2012 18:38,ID2537,POS Transaction,FRED MEYER 393         TUALATIN     ORUS,POS Transaction  FRED MEYER 393         TUALATIN     ORUS,,-7.38,,1351.45,3/14/2012 0:00,
3/14/2012 7:20,ID2538,POS Transaction,BEAVERTON DQ #16068    BEAVERTON    ORUS,POS Transaction  BEAVERTON DQ #16068    BEAVERTON    ORUS,,-12.47,,1338.98,3/14/2012 0:00,
3/26/2012 20:46,ID2539,POS Transaction,VALVE SOFTWARE         425-8899642  WAUS,POS Transaction  VALVE SOFTWARE         425-8899642  WAUS,,-9.99,,1328.99,3/27/2012 0:00,
3/30/2012 17:57,ID2540,POS Transaction,FRED MEYER 393         TUALATIN     ORUS,POS Transaction  FRED MEYER 393         TUALATIN     ORUS,,-4.68,,1324.31,3/31/2012 0:00,
3/31/2012 12:12,ID2541,POS Transaction,TACO BELL #15347       TIGARD       ORUS,POS Transaction  TACO BELL #15347       TIGARD       ORUS,,-15.11,,1309.2,3/31/2012 0:00,
3/31/2012 17:00,ID2542,Credit Dividend,,Credit Dividend ,,0.06,,1309.26,3/31/2012 0:00,
4/1/2012 19:40,ID2543,POS Transaction,CARLS JR #8104        TIGARD       ORUS,POS Transaction  CARLS JR #8104        TIGARD       ORUS,,-7.78,,1301.48,4/2/2012 0:00,
4/3/2012 18:16,ID2544,POS Transaction,HAGGEN FOOD AND PH 8515 SW TUALATIN-S     TUALATIN     ORUS,POS Transaction HAGGEN FOOD AND PH 8515 SW TUALATIN-S     TUALATIN     ORUS,,-3.98,,1297.5,4/4/2012 0:00,
4/4/2012 4:59,ID2545,POS Transaction,BEAVERTON DQ #16068    BEAVERTON    ORUS,POS Transaction  BEAVERTON DQ #16068    BEAVERTON    ORUS,,-14.07,,1283.43,4/4/2012 0:00,
4/5/2012 17:02,ID2546,POS Transaction,FRED MEYER 040         PORTLAND     ORUS,POS Transaction  FRED MEYER 040         PORTLAND     ORUS,,-7.79,,1275.64,4/6/2012 0:00,
4/6/2012 4:23,ID2547,POS Transaction,KFC # 080026           PORTLAND     ORUS,POS Transaction  KFC # 080026           PORTLAND     ORUS,,-10.88,,1264.76,4/6/2012 0:00,
4/7/2012 12:30,ID2548,POS Transaction,TACO BELL #3163        TUALATIN     ORUS,POS Transaction  TACO BELL #3163        TUALATIN     ORUS,,-8.36,,1256.4,4/7/2012 0:00,
4/10/2012 2:07,ID2549,POS Transaction,CHIPOTLE 1015          TUALATIN     ORUS,POS Transaction  CHIPOTLE 1015          TUALATIN     ORUS,,-20.05,,1236.35,4/10/2012 0:00,
4/10/2012 18:27,ID2550,POS Transaction,HAGGEN FOOD AND PH 8515 SW TUALATIN-S     TUALATIN     ORUS,POS Transaction HAGGEN FOOD AND PH 8515 SW TUALATIN-S     TUALATIN     ORUS,,-16.25,,1220.1,4/11/2012 0:00,
4/11/2012 4:24,ID2551,POS Transaction,BEAVERTON DQ #16068    BEAVERTON    ORUS,POS Transaction  BEAVERTON DQ #16068    BEAVERTON    ORUS,,-10.08,,1210.02,4/11/2012 0:00,
4/18/2012 4:30,ID2552,POS Transaction,BEAVERTON DQ #16068    BEAVERTON    ORUS,POS Transaction  BEAVERTON DQ #16068    BEAVERTON    ORUS,,-11.98,,1198.04,4/18/2012 0:00,
4/25/2012 6:22,ID2553,POS Transaction,BEAVERTON DQ #16068    BEAVERTON    ORUS,POS Transaction  BEAVERTON DQ #16068    BEAVERTON    ORUS,,-11.17,,1186.87,4/25/2012 0:00,
4/30/2012 20:45,ID2554,Credit Dividend,,Credit Dividend ,,0.05,,1186.92,4/30/2012 0:00,
5/1/2012 11:52,ID2555,POS Transaction,TACO BELL #3163        TUALATIN     ORUS,POS Transaction  TACO BELL #3163        TUALATIN     ORUS,,-11.24,,1175.68,5/1/2012 0:00,
5/1/2012 18:50,ID2556,POS Transaction,HAGGEN FOOD AND PH 8515 SW TUALATIN-S     TUALATIN     ORUS,POS Transaction HAGGEN FOOD AND PH 8515 SW TUALATIN-S     TUALATIN     ORUS,,-13.18,,1162.5,5/2/2012 0:00,
5/9/2012 4:03,ID2557,POS Transaction,BEAVERTON DQ #16068    BEAVERTON    ORUS,POS Transaction  BEAVERTON DQ #16068    BEAVERTON    ORUS,,-11.17,,1151.33,5/9/2012 0:00,
5/16/2012 21:14,ID2558,POS Transaction,AMAZON.COM             SEATTLE      WAUS,POS Transaction  AMAZON.COM             SEATTLE      WAUS,,-220.65,,930.68,5/17/2012 0:00,
5/19/2012 0:22,ID2559,POS Transaction,AMAZON.COM             SEATTLE      WAUS,POS Transaction  AMAZON.COM             SEATTLE      WAUS,,-15.63,,915.05,5/19/2012 0:00,
5/22/2012 18:40,ID2560,POS Transaction,FRED MEYER 393         TUALATIN     ORUS,POS Transaction  FRED MEYER 393         TUALATIN     ORUS,,-24.45,,890.6,5/23/2012 0:00,
5/23/2012 4:03,ID2561,POS Transaction,BEAVERTON DQ #16068    BEAVERTON    ORUS,POS Transaction  BEAVERTON DQ #16068    BEAVERTON    ORUS,,-10.78,,879.82,5/23/2012 0:00,
5/30/2012 3:59,ID2562,ACH Debit,PAYPAL INSTANT TRANSFER - INST XFER,ACH Debit PAYPAL INSTANT TRANSFER - INST XFER,,-136,,743.82,5/30/2012 0:00,
5/30/2012 12:02,ID2563,POS Transaction,TACO BELL #2253        BEAVERTON    ORUS,POS Transaction  TACO BELL #2253        BEAVERTON    ORUS,,-9.15,,734.67,5/30/2012 0:00,
5/31/2012 20:30,ID2564,POS Transaction,VALVE SOFTWARE         425-8899642  WAUS,POS Transaction  VALVE SOFTWARE         425-8899642  WAUS,,-39.99,,694.68,6/1/2012 0:00,
5/31/2012 20:51,ID2565,Credit Dividend,,Credit Dividend ,,0.04,,694.72,5/31/2012 0:00,
6/4/2012 20:01,ID2566,POS Transaction,VALVE SOFTWARE         425-8899642  WAUS,POS Transaction  VALVE SOFTWARE         425-8899642  WAUS,,-16.99,,677.73,6/5/2012 0:00,
6/5/2012 11:08,ID2567,POS Transaction,USPS 400688955 4550 SW BETTS AVE      BEAVERTON    ORUS,POS Transaction USPS 400688955 4550 SW BETTS AVE      BEAVERTON    ORUS,,-21.04,,656.69,6/5/2012 0:00,
6/6/2012 4:36,ID2568,POS Transaction,BEAVERTON DQ #16068    BEAVERTON    ORUS,POS Transaction  BEAVERTON DQ #16068    BEAVERTON    ORUS,,-11.48,,645.21,6/6/2012 0:00,
6/6/2012 20:29,ID2569,POS Transaction,SAFEWAY  STORE  0512 8145 SW BARBUR BLVD    PORTLAND     ORU,POS Transaction SAFEWAY  STORE  0512 8145 SW BARBUR BLVD    PORTLAND     ORU,,-11,,634.21,6/7/2012 0:00,
6/7/2012 23:34,ID2570,POS Transaction,SAFEWAY  STORE  0512 8145 SW BARBUR BLVD    PORTLAND     ORU,POS Transaction SAFEWAY  STORE  0512 8145 SW BARBUR BLVD    PORTLAND     ORU,,-13,,621.21,6/8/2012 0:00,
6/12/2012 14:03,ID2571,POS Transaction,FRED MEYER 393         TUALATIN     ORUS,POS Transaction  FRED MEYER 393         TUALATIN     ORUS,,-21.63,,599.58,6/12/2012 0:00,
6/15/2012 14:04,ID2572,POS Transaction,TACO BELL #24103       SHERWOOD     ORUS,POS Transaction  TACO BELL #24103       SHERWOOD     ORUS,,-10.26,,589.32,6/15/2012 0:00,
6/19/2012 20:45,ID2573,POS Transaction,FRED MEYER 040         PORTLAND     ORUS,POS Transaction  FRED MEYER 040         PORTLAND     ORUS,,-7.33,,581.99,6/20/2012 0:00,
6/19/2012 22:11,ID2574,POS Transaction,SQ *BIG-ASS SANDWICHES Portland     ORUS,POS Transaction  SQ *BIG-ASS SANDWICHES Portland     ORUS,,-9.75,,572.24,6/20/2012 0:00,
6/20/2012 4:14,ID2575,POS Transaction,SAINT CUPCAKE          PORTLAND     ORUS,POS Transaction  SAINT CUPCAKE          PORTLAND     ORUS,,-6.25,,565.99,6/20/2012 0:00,
6/21/2012 13:01,ID2576,POS Transaction,TACO BELL #2622        PORTLAND     ORUS,POS Transaction  TACO BELL #2622        PORTLAND     ORUS,,-8.36,,557.63,6/21/2012 0:00,
6/21/2012 15:42,ID2577,POS Transaction,SESAME DONUTS          PORTLAND     ORUS,POS Transaction  SESAME DONUTS          PORTLAND     ORUS,,-10.39,,547.24,6/22/2012 0:00,
6/25/2012 16:32,ID2578,POS Transaction,HAGGEN FOOD AND PH 8515 SW TUALATIN-S     TUALATIN     ORUS,POS Transaction HAGGEN FOOD AND PH 8515 SW TUALATIN-S     TUALATIN     ORUS,,-0.99,,546.25,6/26/2012 0:00,
6/26/2012 11:47,ID2579,POS Transaction,PCC Sylvania Bookstore PORTLAND     ORUS,POS Transaction  PCC Sylvania Bookstore PORTLAND     ORUS,,-80.85,,465.4,6/26/2012 0:00,
6/29/2012 10:04,ID2580,POS Transaction,HAGGEN FOOD AND PH 8515 SW TUALATIN-S     TUALATIN     ORUS,POS Transaction HAGGEN FOOD AND PH 8515 SW TUALATIN-S     TUALATIN     ORUS,,-25.72,,439.68,6/29/2012 0:00,
6/29/2012 20:49,ID2581,POS Transaction,CARLS JR #7159    Q15 TUALATIN     ORUS,POS Transaction  CARLS JR #7159    Q15 TUALATIN     ORUS,,-8.39,,431.29,6/30/2012 0:00,
6/30/2012 14:24,ID2582,POS Transaction,FRED MEYER 393         TUALATIN     ORUS,POS Transaction  FRED MEYER 393         TUALATIN     ORUS,,-7.43,,423.86,6/30/2012 0:00,
6/30/2012 17:24,ID2583,Credit Dividend,,Credit Dividend ,,0.02,,423.88,6/30/2012 0:00,
7/6/2012 12:36,ID2584,POS Transaction,AMAZON MKTPLACE PMTS   AMZN.COM/BILLWAUS,POS Transaction  AMAZON MKTPLACE PMTS   AMZN.COM/BILLWAUS,,-13.59,,410.29,7/6/2012 0:00,
7/12/2012 13:46,ID2585,POS Transaction,FRED MEYER 393         TUALATIN     ORUS,POS Transaction  FRED MEYER 393         TUALATIN     ORUS,,-24.03,,386.26,7/12/2012 0:00,
7/16/2012 13:38,ID2586,POS Transaction,TACO BELL #3187        TIGARD       ORUS,POS Transaction  TACO BELL #3187        TIGARD       ORUS,,-9.76,,376.5,7/16/2012 0:00,
7/18/2012 4:54,ID2587,POS Transaction,VALVE SOFTWARE         425-8899642  WAUS,POS Transaction  VALVE SOFTWARE         425-8899642  WAUS,,-4.99,,371.51,7/18/2012 0:00,
7/18/2012 4:54,ID2588,POS Transaction,VALVE SOFTWARE         425-8899642  WAUS,POS Transaction  VALVE SOFTWARE         425-8899642  WAUS,,-7.48,,364.03,7/18/2012 0:00,
7/18/2012 4:54,ID2589,POS Transaction,VALVE SOFTWARE         425-8899642  WAUS,POS Transaction  VALVE SOFTWARE         425-8899642  WAUS,,-19.96,,344.07,7/18/2012 0:00,
7/18/2012 4:54,ID2590,POS Transaction,VALVE SOFTWARE         425-8899642  WAUS,POS Transaction  VALVE SOFTWARE         425-8899642  WAUS,,-9.99,,334.08,7/18/2012 0:00,
7/18/2012 18:18,ID2591,POS Transaction,DEQ VIP SH14962 SW TUALSHERWOOD     ORUS,POS Transaction  DEQ VIP SH14962 SW TUALSHERWOOD     ORUS,,-105,,229.08,7/19/2012 0:00,
7/18/2012 18:19,ID2592,POS Transaction,DEQ VIP SH14962 SW TUALSHERWOOD     ORUS,POS Transaction  DEQ VIP SH14962 SW TUALSHERWOOD     ORUS,,-30,,199.08,7/19/2012 0:00,
7/19/2012 15:00,ID2593,ATM Inquiry   ,WINCO FOODS #0023 7501 DARTMOUTH ST.     TIGARD       ORUS,ATM Inquiry    WINCO FOODS #0023 7501 DARTMOUTH ST.     TIGARD       ORUS,,0,,199.08,7/20/2012 0:00,
7/19/2012 15:01,ID2594,ATM Withdrawal,WINCO FOODS #0023 7501 DARTMOUTH ST.     TIGARD       ORUS,ATM Withdrawal WINCO FOODS #0023 7501 DARTMOUTH ST.     TIGARD       ORUS,,-61,,138.08,7/20/2012 0:00,
7/20/2012 17:40,ID2595,POS Transaction,TACO BELL 0   00166009 TIGARD       ORUS,POS Transaction  TACO BELL 0   00166009 TIGARD       ORUS,,-7.48,,130.6,7/21/2012 0:00,
7/23/2012 15:50,ID2596,POS Transaction,SAFEWAY  STORE  0512 8145 SW BARBUR BLVD    PORTLAND     ORU,POS Transaction SAFEWAY  STORE  0512 8145 SW BARBUR BLVD    PORTLAND     ORU,,-14.77,,115.83,7/24/2012 0:00,
7/30/2012 3:28,ID2597,ACH Deposit,PAYPAL TRANSFER - TRANSFER,ACH Deposit PAYPAL TRANSFER - TRANSFER,,250,,365.83,7/30/2012 0:00,
7/31/2012 12:29,ID2598,POS Transaction,FRED MEYER 393         TUALATIN     ORUS,POS Transaction  FRED MEYER 393         TUALATIN     ORUS,,-20.5,,345.33,7/31/2012 0:00,
7/31/2012 15:11,ID2599,ATM Rebate,,ATM Rebate ,,1,,346.33,7/31/2012 0:00,
7/31/2012 21:11,ID2600,Credit Dividend,,Credit Dividend ,,0.65,,346.98,7/31/2012 0:00,
8/9/2012 3:57,ID2601,ACH Debit,PAYPAL INSTANT TRANSFER - INST XFER,ACH Debit PAYPAL INSTANT TRANSFER - INST XFER,,-10.17,,336.81,8/9/2012 0:00,
8/14/2012 13:10,ID2602,POS Transaction,FRED MEYER 393         TUALATIN     ORUS,POS Transaction  FRED MEYER 393         TUALATIN     ORUS,,-11.27,,325.54,8/14/2012 0:00,
8/17/2012 17:24,ID2603,POS Transaction,TACO BELL #3163        TUALATIN     ORUS,POS Transaction  TACO BELL #3163        TUALATIN     ORUS,,-8.37,,317.17,8/18/2012 0:00,
8/21/2012 3:20,ID2604,ACH Deposit,GOOGLE ADSENSE GOOGLE.COM - REVENUE SH,ACH Deposit GOOGLE ADSENSE GOOGLE.COM - REVENUE SH,,1.11,,318.28,8/21/2012 0:00,
8/21/2012 21:26,ID2605,POS Transaction,FRED MEYER 393         TUALATIN     ORUS,POS Transaction  FRED MEYER 393         TUALATIN     ORUS,,-25.38,,292.9,8/22/2012 0:00,
8/22/2012 17:58,ID2606,POS Transaction,FRED MEYER 393         TUALATIN     ORUS,POS Transaction  FRED MEYER 393         TUALATIN     ORUS,,-20.66,,272.24,8/23/2012 0:00,
8/29/2012 2:43,ID2607,POS Transaction,ROUND TABLE PIZZA #319 5036611011   ORUS,POS Transaction  ROUND TABLE PIZZA #319 5036611011   ORUS,,-27.27,,244.97,8/29/2012 0:00,
8/31/2012 20:53,ID2608,Credit Dividend,,Credit Dividend ,,0.01,,244.98,8/31/2012 0:00,
9/1/2012 8:35,ID2609,POS Transaction,CHEVRON 00210319       TUALATIN     ORUS,POS Transaction  CHEVRON 00210319       TUALATIN     ORUS,,-20,,224.98,9/1/2012 0:00,
9/20/2012 0:08,ID2610,POS Transaction,INFLIGHT US AIRWAYS    PHOENIX      AZUS,POS Transaction  INFLIGHT US AIRWAYS    PHOENIX      AZUS,,-8,,216.98,9/20/2012 0:00,
9/30/2012 17:50,ID2611,Credit Dividend,,Credit Dividend ,,0.01,,216.99,9/30/2012 0:00,
10/1/2012 12:35,ID2612,POS Transaction,HAGGEN FOOD AND PH 8515 SW TUALATIN-S     TUALATIN     ORUS,POS Transaction HAGGEN FOOD AND PH 8515 SW TUALATIN-S     TUALATIN     ORUS,,-17.08,,199.91,10/1/2012 0:00,
10/26/2012 12:38,ID2613,POS Transaction,TACO BELL #3163        TUALATIN     ORUS,POS Transaction  TACO BELL #3163        TUALATIN     ORUS,,-7.76,,192.15,10/26/2012 0:00,
10/26/2012 17:58,ID2614,POS Transaction,HAGGEN FOOD AND PH 8515 SW TUALATIN-S     TUALATIN     ORUS,POS Transaction HAGGEN FOOD AND PH 8515 SW TUALATIN-S     TUALATIN     ORUS,,-8.45,,183.7,10/27/2012 0:00,
10/31/2012 21:17,ID2615,Credit Dividend,,Credit Dividend ,,0.01,,183.71,10/31/2012 0:00,
11/21/2012 3:15,ID2616,POS Transaction,PCC SYLVANIA DINING    PORTLAND     ORUS,POS Transaction  PCC SYLVANIA DINING    PORTLAND     ORUS,,-9.17,,174.54,11/21/2012 0:00,
11/21/2012 9:23,ID2617,POS Transaction,FRED MEYER 393         TUALATIN     ORUS,POS Transaction  FRED MEYER 393         TUALATIN     ORUS,,-23.72,,150.82,11/21/2012 0:00,
11/27/2012 3:21,ID2618,ACH Deposit,GOOGLE ADSENSE GOOGLE.COM - REVENUE SH,ACH Deposit GOOGLE ADSENSE GOOGLE.COM - REVENUE SH,,104.95,,255.77,11/27/2012 0:00,
11/30/2012 20:59,ID2619,Credit Dividend,,Credit Dividend ,,0.01,,255.78,11/30/2012 0:00,
12/2/2012 18:38,ID2620,POS Transaction,FRED MEYER 393         TUALATIN     ORUS,POS Transaction  FRED MEYER 393         TUALATIN     ORUS,,-6.67,,249.11,12/3/2012 0:00,
12/12/2012 0:42,ID2621,POS Transaction,PCC SYLVANIA DINING    PORTLAND     ORUS,POS Transaction  PCC SYLVANIA DINING    PORTLAND     ORUS,,-7.49,,241.62,12/12/2012 0:00,
12/13/2012 19:33,ID2622,POS Transaction,FRED MEYER 393         TUALATIN     ORUS,POS Transaction  FRED MEYER 393         TUALATIN     ORUS,,-11.94,,229.68,12/14/2012 0:00,
12/14/2012 11:41,ID2623,POS Transaction,TACO BELL #3163        TUALATIN     ORUS,POS Transaction  TACO BELL #3163        TUALATIN     ORUS,,-9.68,,220,12/14/2012 0:00,
12/17/2012 13:49,ID2624,POS Transaction,FRED MEYER 393         TUALATIN     ORUS,POS Transaction  FRED MEYER 393         TUALATIN     ORUS,,-17.66,,202.34,12/17/2012 0:00,
12/20/2012 10:02,ID2625,Withdrawal,,Withdrawal ,,-20,,182.34,12/20/2012 0:00,
12/21/2012 21:54,ID2626,POS Transaction,PMG E SUNSET           PORTLAND     ORUS,POS Transaction  PMG E SUNSET           PORTLAND     ORUS,,-20,,162.34,12/22/2012 0:00,
12/22/2012 14:01,ID2627,POS Transaction,CHEVRON 00210319       TUALATIN     ORUS,POS Transaction  CHEVRON 00210319       TUALATIN     ORUS,,-20,,142.34,12/22/2012 0:00,
12/23/2012 0:35,ID2628,POS Transaction,NEW KINGS BUFFET       TIGARD       ORUS,POS Transaction  NEW KINGS BUFFET       TIGARD       ORUS,,-15.95,,126.39,12/23/2012 0:00,
12/28/2012 16:07,ID2629,POS Transaction,RUSSELL STREET BAR-B-Q PORTLAND     ORUS,POS Transaction  RUSSELL STREET BAR-B-Q PORTLAND     ORUS,,-44,,82.39,12/29/2012 0:00,
12/30/2012 11:08,ID2630,Deposit,Shared Branch e-deposit               Palo Alto     CA,Deposit Shared Branch e-deposit               Palo Alto     CA,,20,,102.39,12/30/2012 0:00,
12/30/2012 11:14,ID2631,Deposit,Shared Branch e-deposit               Palo Alto     CA,Deposit Shared Branch e-deposit               Palo Alto     CA,,20,,122.39,12/30/2012 0:00,
12/30/2012 11:18,ID2632,Deposit,Shared Branch e-deposit               Palo Alto     CA,Deposit Shared Branch e-deposit               Palo Alto     CA,,185,,307.39,12/30/2012 0:00,
12/31/2012 21:08,ID2633,Credit Dividend,,Credit Dividend ,,0.01,,307.4,12/31/2012 0:00,
1/11/2013 13:19,ID2634,POS Transaction,TACO BELL #3163        TUALATIN     ORUS,POS Transaction  TACO BELL #3163        TUALATIN     ORUS,,-16.22,,291.18,1/11/2013 0:00,
1/12/2013 14:30,ID2635,POS Transaction,HAGGEN FOOD AND PH 8515 SW TUALATIN-S     TUALATIN     ORUS,POS Transaction HAGGEN FOOD AND PH 8515 SW TUALATIN-S     TUALATIN     ORUS,,-13.47,,277.71,1/12/2013 0:00,
1/15/2013 15:32,ID2636,POS Transaction,PLAID PANTRY #16 19405 SW BOONES FERRY RTUALATIN     ORUS,POS Transaction PLAID PANTRY #16 19405 SW BOONES FERRY RTUALATIN     ORUS,,-10.12,,267.59,1/16/2013 0:00,
